metabolite_id,dataset_id,study_name,platform,merge_variable,input_metabolite_name,input_metabid,input_chemical_id,input_comp_id,input_hmdb_id,input_cas,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
BM00005,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldll,,,,,,,,,
BM00005,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldll,,,,,,,,,
BM00005,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL,mf_xxl_vldl_l_v1,,,,,,,,,
BM00005,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL ( XXL-VLDL-L ),bm00005,,,,,,,,,
BM00005,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldll,,,,,,,,,
BM00005,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_L,,,,,,,,,
BM00005,55,Whitehall II,Nightingale Health,NEW UID,Total lipids in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_l,,,,,,,,,
BM00005,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldll,xxlvldll,,,,,,,,,
BM00005,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-L,xxlvldll,,,,,,,,,
BM00005,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-L,xxlvldll,,,,,,,,,
BM00005,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-L,xxlvldll,,,,,,,,,
BM00005,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-L,xxlvldll,,,,,,,,,
BM00006,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Phospholipids in chylomicrons and extremely large VLDL (mmol/l),xxl_vldl_pl,,,,,,,,,
BM00006,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldlpl,,,,,,,,,
BM00006,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldlpl,,,,,,,,,
BM00006,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in chylomicrons and extremely large VLDL ( XXL-VLDL-PL ),bm00006,,,,,,,,,
BM00006,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in chylomicrons and extremely large VLDL (mmol/l),xxlvldlpl,,,,,,,,,
BM00006,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_PL,,,,,,,,,
BM00006,55,Whitehall II,Nightingale Health,NEW UID,Phospholipids in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_pl,,,,,,,,,
BM00006,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldlpl,xxlvldlpl,,,,,,,,,
BM00006,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-PL,xxlvldlpl,,,,,,,,,
BM00006,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-PL,xxlvldlpl,,,,,,,,,
BM00006,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-PL,xxlvldlpl,,,,,,,,,
BM00006,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-PL,xxlvldlpl,,,,,,,,,
BM00007,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Total cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxl_vldl_c,,,,,,,,,
BM00007,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlc,,,,,,,,,
BM00007,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlc,,,,,,,,,
BM00007,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in chylomicrons and extremely large VLDL ( XXL-VLDL-C ),bm00007,,,,,,,,,
BM00007,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlc,,,,,,,,,
BM00007,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_C,,,,,,,,,
BM00007,55,Whitehall II,Nightingale Health,NEW UID,Total cholesterol in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_c,,,,,,,,,
BM00007,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldlc,xxlvldlc,,,,,,,,,
BM00007,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-C,xxlvldlc,,,,,,,,,
BM00007,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-C,xxlvldlc,,,,,,,,,
BM00007,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-C,xxlvldlc,,,,,,,,,
BM00007,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-C,xxlvldlc,,,,,,,,,
BM00008,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l),xxl_vldl_ce,,,,,,,,,
BM00008,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l),xxlvldlce,,,,,,,,,
BM00008,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l),xxlvldlce,,,,,,,,,
BM00008,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in chylomicrons and extremely large VLDL ( XXL-VLDL-CE ),bm00008,,,,,,,,,
BM00008,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l),xxlvldlce,,,,,,,,,
BM00008,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_CE,,,,,,,,,
BM00008,55,Whitehall II,Nightingale Health,NEW UID,Cholesterol esters in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_ce,,,,,,,,,
BM00008,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldlce,xxlvldlce,,,,,,,,,
BM00008,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-CE,xxlvldlce,,,,,,,,,
BM00008,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-CE,xxlvldlce,,,,,,,,,
BM00008,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-CE,xxlvldlce,,,,,,,,,
BM00008,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-CE,xxlvldlce,,,,,,,,,
BM00009,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Free cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxl_vldl_fc,,,,,,,,,
BM00009,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlfc,,,,,,,,,
BM00009,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlfc,,,,,,,,,
BM00009,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in chylomicrons and extremely large VLDL ( XXL-VLDL-FC ),bm00009,,,,,,,,,
BM00009,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in chylomicrons and extremely large VLDL (mmol/l),xxlvldlfc,,,,,,,,,
BM00009,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_FC,,,,,,,,,
BM00009,55,Whitehall II,Nightingale Health,NEW UID,Free cholesterol in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_fc,,,,,,,,,
BM00009,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldlfc,xxlvldlfc,,,,,,,,,
BM00009,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-FC,xxlvldlfc,,,,,,,,,
BM00009,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-FC,xxlvldlfc,,,,,,,,,
BM00009,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-FC,xxlvldlfc,,,,,,,,,
BM00009,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-FC,xxlvldlfc,,,,,,,,,
BM00010,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Triglycerides in chylomicrons and extremely large VLDL (mmol/l),xxl_vldl_tg,,,,,,,,,
BM00010,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in chylomicrons and extremely large VLDL (mmol/l),xxlvldltg,,,,,,,,,
BM00010,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in chylomicrons and extremely large VLDL (mmol/l),xxlvldltg,,,,,,,,,
BM00010,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in chylomicrons and extremely large VLDL ( XXL-VLDL-TG ),bm00010,,,,,,,,,
BM00010,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in chylomicrons and extremely large VLDL (mmol/l),xxlvldltg,,,,,,,,,
BM00010,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in chylomicrons and extremely large VLDL (mmol/l),XXL_VLDL_TG,,,,,,,,,
BM00010,55,Whitehall II,Nightingale Health,NEW UID,Triglycerides in chylomicrons and extremely large VLDL (mmol/L) (s5),xxl_vldl_tg,,,,,,,,,
BM00010,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xxlvldltg,xxlvldltg,,,,,,,,,
BM00010,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-TG,xxlvldltg,,,,,,,,,
BM00010,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-TG,xxlvldltg,,,,,,,,,
BM00010,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-TG,xxlvldltg,,,,,,,,,
BM00010,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XXL-VLDL-TG,xxlvldltg,,,,,,,,,
BM00011,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Concentration of very large VLDL particles (mol/l),xl_vldl_p,,,,,,,,,
BM00011,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLDL particles (mol/l),xlvldlp,,,,,,,,,
BM00011,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLDL particles (mol/l),xlvldlp,,,,,,,,,
BM00011,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLdl particles,mf_xl_vldl_p_v1,,,,,,,,,
BM00011,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLDL particles ( XL-VLDL-P ),bm00011,,,,,,,,,
BM00011,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLDL particles (mol/l),xlvldlp,,,,,,,,,
BM00011,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Concentration of very large VLDL particles (mol/l),XL_VLDL_P,,,,,,,,,
BM00011,55,Whitehall II,Nightingale Health,NEW UID,Concentration of very large VLDL particles (mol/L) (s5),xl_vldl_p,,,,,,,,,
BM00011,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldlp,xlvldlp,,,,,,,,,
BM00011,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-P,xlvldlp,,,,,,,,,
BM00011,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-P,xlvldlp,,,,,,,,,
BM00011,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-P,xlvldlp,,,,,,,,,
BM00011,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-P,xlvldlp,,,,,,,,,
BM00012,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Total lipids in very large VLDL (mmol/l),xl_vldl_l,,,,,,,,,
BM00012,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLDL (mmol/l),xlvldll,,,,,,,,,
BM00012,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLDL (mmol/l),xlvldll,,,,,,,,,
BM00012,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLdl,mf_xl_vldl_l_v1,,,,,,,,,
BM00012,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLDL ( XL-VLDL-L ),bm00012,,,,,,,,,
BM00012,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLDL (mmol/l),xlvldll,,,,,,,,,
BM00012,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Total lipids in very large VLDL (mmol/l),XL_VLDL_L,,,,,,,,,
BM00012,55,Whitehall II,Nightingale Health,NEW UID,Total lipids in very large VLDL (mmol/L) (s5),xl_vldl_l,,,,,,,,,
BM00012,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldll,xlvldll,,,,,,,,,
BM00012,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-L,xlvldll,,,,,,,,,
BM00012,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-L,xlvldll,,,,,,,,,
BM00012,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-L,xlvldll,,,,,,,,,
BM00012,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-L,xlvldll,,,,,,,,,
BM00013,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Phospholipids in very large VLDL (mmol/l),xl_vldl_pl,,,,,,,,,
BM00013,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in very large VLDL (mmol/l),xlvldlpl,,,,,,,,,
BM00013,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in very large VLDL (mmol/l),xlvldlpl,,,,,,,,,
BM00013,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in very large VLDL ( XL-VLDL-PL ),bm00013,,,,,,,,,
BM00013,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in very large VLDL (mmol/l),xlvldlpl,,,,,,,,,
BM00013,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Phospholipids in very large VLDL (mmol/l),XL_VLDL_PL,,,,,,,,,
BM00013,55,Whitehall II,Nightingale Health,NEW UID,Phospholipids in very large VLDL (mmol/L) (s5),xl_vldl_pl,,,,,,,,,
BM00013,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldlpl,xlvldlpl,,,,,,,,,
BM00013,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-PL,xlvldlpl,,,,,,,,,
BM00013,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-PL,xlvldlpl,,,,,,,,,
BM00013,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-PL,xlvldlpl,,,,,,,,,
BM00013,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-PL,xlvldlpl,,,,,,,,,
BM00014,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Total cholesterol in very large VLDL (mmol/l),xl_vldl_c,,,,,,,,,
BM00014,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in very large VLDL (mmol/l),xlvldlc,,,,,,,,,
BM00014,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in very large VLDL (mmol/l),xlvldlc,,,,,,,,,
BM00014,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in very large VLDL ( XL-VLDL-C ),bm00014,,,,,,,,,
BM00014,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in very large VLDL (mmol/l),xlvldlc,,,,,,,,,
BM00014,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Total cholesterol in very large VLDL (mmol/l),XL_VLDL_C,,,,,,,,,
BM00014,55,Whitehall II,Nightingale Health,NEW UID,Total cholesterol in very large VLDL (mmol/L) (s5),xl_vldl_c,,,,,,,,,
BM00014,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldlc,xlvldlc,,,,,,,,,
BM00014,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-C,xlvldlc,,,,,,,,,
BM00014,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-C,xlvldlc,,,,,,,,,
BM00014,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-C,xlvldlc,,,,,,,,,
BM00014,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-C,xlvldlc,,,,,,,,,
BM00015,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Cholesterol esters in very large VLDL (mmol/l),xl_vldl_ce,,,,,,,,,
BM00015,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in very large VLDL (mmol/l),xlvldlce,,,,,,,,,
BM00015,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in very large VLDL (mmol/l),xlvldlce,,,,,,,,,
BM00015,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in very large VLDL ( XL-VLDL-CE ),bm00015,,,,,,,,,
BM00015,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in very large VLDL (mmol/l),xlvldlce,,,,,,,,,
BM00015,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Cholesterol esters in very large VLDL (mmol/l),XL_VLDL_CE,,,,,,,,,
BM00015,55,Whitehall II,Nightingale Health,NEW UID,Cholesterol esters in very large VLDL (mmol/L) (s5),xl_vldl_ce,,,,,,,,,
BM00015,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldlce,xlvldlce,,,,,,,,,
BM00015,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-CE,xlvldlce,,,,,,,,,
BM00015,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-CE,xlvldlce,,,,,,,,,
BM00015,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-CE,xlvldlce,,,,,,,,,
BM00015,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-CE,xlvldlce,,,,,,,,,
BM00016,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Free cholesterol in very large VLDL (mmol/l),xl_vldl_fc,,,,,,,,,
BM00016,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in very large VLDL (mmol/l),xlvldlfc,,,,,,,,,
BM00016,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in very large VLDL (mmol/l),xlvldlfc,,,,,,,,,
BM00016,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in very large VLDL ( XL-VLDL-FC ),bm00016,,,,,,,,,
BM00016,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in very large VLDL (mmol/l),xlvldlfc,,,,,,,,,
BM00016,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Free cholesterol in very large VLDL (mmol/l),XL_VLDL_FC,,,,,,,,,
BM00016,55,Whitehall II,Nightingale Health,NEW UID,Free cholesterol in very large VLDL (mmol/L) (s5),xl_vldl_fc,,,,,,,,,
BM00016,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldlfc,xlvldlfc,,,,,,,,,
BM00016,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-FC,xlvldlfc,,,,,,,,,
BM00016,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-FC,xlvldlfc,,,,,,,,,
BM00016,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-FC,xlvldlfc,,,,,,,,,
BM00016,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-FC,xlvldlfc,,,,,,,,,
BM00017,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Triglycerides in very large VLDL (mmol/l),xl_vldl_tg,,,,,,,,,
BM00017,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in very large VLDL (mmol/l),xlvldltg,,,,,,,,,
BM00017,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in very large VLDL (mmol/l),xlvldltg,,,,,,,,,
BM00017,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in very large VLDL ( XL-VLDL-TG ),bm00017,,,,,,,,,
BM00017,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in very large VLDL (mmol/l),xlvldltg,,,,,,,,,
BM00017,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Triglycerides in very large VLDL (mmol/l),XL_VLDL_TG,,,,,,,,,
BM00017,55,Whitehall II,Nightingale Health,NEW UID,Triglycerides in very large VLDL (mmol/L) (s5),xl_vldl_tg,,,,,,,,,
BM00017,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,xlvldltg,xlvldltg,,,,,,,,,
BM00017,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-TG,xlvldltg,,,,,,,,,
BM00017,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-TG,xlvldltg,,,,,,,,,
BM00017,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-TG,xlvldltg,,,,,,,,,
BM00017,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,XL-VLDL-TG,xlvldltg,,,,,,,,,
BM00018,15,British Women's Heart and Health Study,Nightingale Health,BIOCHEMICAL_NAME,[W1 Finland NMR Metabolomics] Concentration of large VLDL particles (mol/l),l_vldl_p,,,,,,,,,
BM00018,23,Avon Longitudinal Study of Parents and Children,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLDL particles (mol/l),lvldlp,,,,,,,,,
BM00018,25,Born in Bradford,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLDL particles (mol/l),lvldlp,,,,,,,,,
BM00018,26,Southall and Brent Revisited,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLdl particles,mf_l_vldl_p_v1,,,,,,,,,
BM00018,28,Twins United Kingdom,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLDL particles ( L-VLDL-P ),bm00018,,,,,,,,,
BM00018,51,Caerphilly Prospective Study,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLDL particles (mol/l),lvldlp,,,,,,,,,
BM00018,53,MRC National Survey of Health and Development,Nightingale Health,BIOCHEMICAL_NAME,Concentration of large VLDL particles (mol/l),L_VLDL_P,,,,,,,,,
BM00018,55,Whitehall II,Nightingale Health,NEW UID,Concentration of large VLDL particles (mol/L) (s5),l_vldl_p,,,,,,,,,
BM00018,57,UK Pregnancies Better Eating and Activity Trial,Nightingale Health,NIGHTINGALE_ID,lvldlp,lvldlp,,,,,,,,,
BM00018,60,FINRISK02,Nightingale Health,NIGHTINGALE_ID,L-VLDL-P,lvldlp,,,,,,,,,
BM00018,61,FINRISK07,Nightingale Health,NIGHTINGALE_ID,L-VLDL-P,lvldlp,,,,,,,,,
BM00018,62,FINRISK12,Nightingale Health,NIGHTINGALE_ID,L-VLDL-P,lvldlp,,,,,,,,,
BM00018,63,FINRISK97,Nightingale Health,NIGHTINGALE_ID,L-VLDL-P,lvldlp,,,,,,,,,
